target_index,load_multiplier,python_index,matlab_index,U_absolute_error,U_denominator,U_relative_error,U_tolerance,U_pass,loaded_displacements_absolute_error,loaded_displacements_denominator,loaded_displacements_relative_error,loaded_displacements_tolerance,loaded_displacements_pass,support_reaction_absolute_error,support_reaction_denominator,support_reaction_relative_error,support_reaction_tolerance,support_reaction_pass,solid_material_energy_absolute_error,solid_material_energy_denominator,solid_material_energy_relative_error,solid_material_energy_tolerance,solid_material_energy_pass,medium_material_energy_absolute_error,medium_material_energy_denominator,medium_material_energy_relative_error,medium_material_energy_tolerance,medium_material_energy_pass,J_field_absolute_error,J_field_denominator,J_field_relative_error,J_field_tolerance,J_field_pass,min_J_absolute_error,min_J_tolerance,min_J_pass,loaded_node_0_ux_absolute_difference,loaded_node_0_uy_absolute_difference,loaded_node_1_ux_absolute_difference,loaded_node_1_uy_absolute_difference,loaded_node_2_ux_absolute_difference,loaded_node_2_uy_absolute_difference,loaded_node_3_ux_absolute_difference,loaded_node_3_uy_absolute_difference,loaded_node_4_ux_absolute_difference,loaded_node_4_uy_absolute_difference,loaded_node_5_ux_absolute_difference,loaded_node_5_uy_absolute_difference,python_validity_pass,matlab_validity_pass,status
33,0.33,32,32,3.988786874862708e-13,365.2611407913599,1.092037019383109e-15,1e-05,True,4.4310000964589766e-14,57.73936746972006,7.674140349359909e-16,1e-05,True,8.823206292074043e-14,4.779128080911771,1.8461958212240955e-14,0.0001,True,2.2026824808563106e-13,11.264951400607643,1.9553413082079482e-14,0.0001,True,2.220446049250313e-16,0.0700289698827555,3.1707535509487676e-15,0.0001,True,1.1561809154037064e-13,108.56944234181174,1.0649229566489572e-15,1e-05,True,4.718447854656915e-16,1e-06,True,2.886579864025407e-15,1.7763568394002505e-14,3.1086244689504383e-15,1.7763568394002505e-14,3.774758283725532e-15,1.7763568394002505e-14,3.552713678800501e-15,1.7763568394002505e-14,3.552713678800501e-15,1.7763568394002505e-14,3.552713678800501e-15,1.7763568394002505e-14,True,True,pass
34,0.34,33,33,3.849060910402846e-13,375.47719766303476,1.025111760277149e-15,1e-05,True,5.6957795539516896e-15,59.29653786145843,9.605585350125193e-17,1e-05,True,7.992592153410489e-14,4.912272063138289,1.627066263977302e-14,0.0001,True,1.2612133559741778e-13,11.88520622433627,1.0611623661958044e-14,0.0001,True,6.938893903907228e-17,0.07628894151949091,9.09554355546331e-16,0.0001,True,1.0548503865331945e-13,108.17281991195998,9.751528964408244e-16,1e-05,True,2.914335439641036e-15,1e-06,True,8.881784197001252e-16,0.0,8.881784197001252e-16,3.552713678800501e-15,1.5543122344752192e-15,3.552713678800501e-15,1.1102230246251565e-15,0.0,1.3322676295501878e-15,0.0,4.440892098500626e-16,0.0,True,True,pass
35,0.35,34,34,2.325330285252932e-13,385.4830753830283,6.032250009789431e-16,1e-05,True,4.207144704059566e-15,60.830309823287486,6.916198053702756e-17,1e-05,True,7.943123301082535e-14,5.043836482676852,1.5748177658739207e-14,0.0001,True,7.283063041541027e-14,12.51290740298087,5.820440291763071e-15,0.0001,True,6.938893903907228e-17,0.08307536880072579,8.352528558195948e-16,0.0001,True,1.0834618872751358e-13,107.79294833250837,1.0051324358741782e-15,1e-05,True,8.326672684688674e-17,1e-06,True,6.661338147750939e-16,3.552713678800501e-15,6.661338147750939e-16,0.0,6.661338147750939e-16,0.0,1.3322676295501878e-15,0.0,1.3322676295501878e-15,0.0,4.440892098500626e-16,0.0,True,True,pass
36,0.36,35,35,4.727217796575645e-13,395.24794655777515,1.196013246304025e-15,1e-05,True,3.85232991570949e-15,62.33828163559317,6.179717846938425e-17,1e-05,True,7.717463143426607e-14,5.173622900801698,1.4916941747398555e-14,0.0001,True,2.6290081223123707e-13,13.14636336658881,1.9997987648766324e-14,0.0001,True,0.0,0.0904443606806655,0.0,0.0001,True,1.255901083883147e-13,107.42808450386858,1.1690621588230226e-15,1e-05,True,1.970645868709653e-15,1e-06,True,6.661338147750939e-16,0.0,0.0,0.0,4.440892098500626e-16,3.552713678800501e-15,8.881784197001252e-16,0.0,0.0,0.0,8.881784197001252e-16,0.0,True,True,pass
37,0.37,36,36,4.288104123750301e-13,404.77260386737055,1.0593859571472774e-15,1e-05,True,1.7273871523195015e-14,63.81748080060329,2.706761737770087e-16,1e-05,True,8.474451674340907e-14,5.30138186292295,1.5985363615494142e-14,0.0001,True,4.618527782440651e-14,13.78355712567785,3.3507517256460897e-15,0.0001,True,1.3877787807814457e-17,0.09845068124691145,1.409618260843657e-16,0.0001,True,1.3078830716417538e-13,107.07642768926455,1.2214481747908386e-15,1e-05,True,3.7470027081099033e-16,1e-06,True,1.7763568394002505e-15,3.552713678800501e-15,8.881784197001252e-16,7.105427357601002e-15,0.0,3.552713678800501e-15,4.440892098500626e-16,7.105427357601002e-15,8.881784197001252e-16,7.105427357601002e-15,1.7763568394002505e-15,1.0658141036401503e-14,True,True,pass
38,0.38000000000000006,37,37,4.257895498175699e-13,414.10051480788877,1.0282275307363575e-15,1e-05,True,1.2121276483828486e-14,65.26406896392596,1.8572664371460497e-16,1e-05,True,5.627758706053501e-14,5.426786031722877,1.0370334620078655e-14,0.0001,True,3.730349362740526e-14,14.421997282824552,2.5865691759511524e-15,0.0001,True,8.326672684688674e-17,0.1071400085252765,7.771767801123744e-16,0.0001,True,1.460619676040169e-13,106.73752560567932,1.3684219001254905e-15,1e-05,True,3.191891195797325e-16,1e-06,True,8.881784197001252e-16,3.552713678800501e-15,1.3322676295501878e-15,7.105427357601002e-15,1.3322676295501878e-15,7.105427357601002e-15,1.3322676295501878e-15,0.0,4.440892098500626e-16,3.552713678800501e-15,1.3322676295501878e-15,3.552713678800501e-15,True,True,pass
39,0.38999999999999996,38,38,2.627830971896798e-13,423.2960760392291,6.20802110070414e-16,1e-05,True,2.0141293913497846e-14,66.67293870634217,3.0209098780255105e-16,1e-05,True,9.111307946094878e-14,5.549395377845941,1.6418559727188752e-14,0.0001,True,1.4210854715202004e-14,15.058510382044618,9.437091953096942e-16,0.0001,True,8.326672684688674e-17,0.11653772429464601,7.145044864301696e-16,0.0001,True,1.4153889229753932e-13,106.41341773758968,1.3300850147165402e-15,1e-05,True,6.661338147750939e-16,1e-06,True,2.6645352591003757e-15,7.105427357601002e-15,2.6645352591003757e-15,7.105427357601002e-15,3.1086244689504383e-15,3.552713678800501e-15,1.7763568394002505e-15,3.552713678800501e-15,3.552713678800501e-15,1.0658141036401503e-14,3.552713678800501e-15,1.0658141036401503e-14,True,True,pass
40,0.4,39,39,1.2113826301747932e-12,432.40979298024246,2.8014689996397544e-15,1e-05,True,2.2938400636975866e-14,68.0373624626848,3.371441779442357e-16,1e-05,True,8.657222608873585e-14,5.668629157242619,1.527216257887066e-14,0.0001,True,1.7053025658242404e-13,15.68904554888877,1.0869383739822365e-14,0.0001,True,5.551115123125783e-17,0.12662938546829508,4.383749555916187e-16,0.0001,True,3.4120812760395906e-13,106.1082851087315,3.215659618420141e-15,1e-05,True,8.534839501805891e-16,1e-06,True,4.440892098500626e-16,7.105427357601002e-15,8.881784197001252e-16,7.105427357601002e-15,2.220446049250313e-15,1.0658141036401503e-14,2.220446049250313e-15,7.105427357601002e-15,2.6645352591003757e-15,1.0658141036401503e-14,3.9968028886505635e-15,1.0658141036401503e-14,True,True,pass
41,0.41000000000000003,40,40,1.862679296851708e-11,441.4606472923229,4.2193552432733467e-14,1e-05,True,2.2405786019889452e-13,69.34884647506072,3.2308808522066814e-15,1e-05,True,1.3075351063601007e-13,5.783757722948143,2.260701725406322e-14,0.0001,True,1.0658141036401503e-14,16.308572250430316,6.535299885690655e-16,0.0001,True,6.661338147750939e-15,0.13732661752744568,4.850726150317963e-14,0.0001,True,4.8506923279525125e-12,105.8271138291341,4.5836006978176904e-14,1e-05,True,2.3613055954996298e-14,1e-06,True,2.3092638912203256e-14,8.171241461241152e-14,2.353672812205332e-14,8.171241461241152e-14,2.4868995751603507e-14,8.881784197001252e-14,2.6645352591003757e-14,9.237055564881302e-14,2.842170943040401e-14,9.237055564881302e-14,2.7977620220553945e-14,8.881784197001252e-14,True,True,pass
42,0.42,41,41,1.4234541025060291e-11,450.43255873368184,3.1601936292257375e-14,1e-05,True,3.4050494916485933e-13,70.59733866785992,4.823198092024924e-15,1e-05,True,6.558703566576022e-14,5.893927866311368,1.1127899280994585e-14,0.0001,True,3.197442310920451e-13,16.911161023491832,1.8907290318380753e-14,0.0001,True,9.992007221626409e-15,0.14841941157324254,6.732277884483809e-14,0.0001,True,3.0766557659941675e-12,105.57436133990755,2.9142073197947714e-14,1e-05,True,2.7537000457655836e-14,1e-06,True,3.4638958368304884e-14,1.2789769243681803e-13,3.6415315207705135e-14,1.2789769243681803e-13,3.9968028886505635e-14,1.3500311979441904e-13,4.085620730620576e-14,1.3500311979441904e-13,4.1744385725905886e-14,1.3500311979441904e-13,4.263256414560601e-14,1.3855583347321954e-13,True,True,pass
43,0.43,42,42,6.643387214840735e-10,459.2738003126095,1.4464981913444319e-12,1e-05,True,1.7546130649038778e-11,71.77208057670136,2.444701408688799e-13,1e-05,True,2.1279114298884177e-12,5.998247558949252,3.54755519670678e-13,0.0001,True,8.107292615022743e-12,17.49040894296229,4.635279050056127e-13,0.0001,True,6.082079284652764e-13,0.15952898734324003,3.812522968986607e-12,0.0001,True,1.7959715756149026e-10,105.35343447338703,1.7047109898145532e-12,1e-05,True,1.1481336714691537e-12,1e-06,True,1.8975931936893176e-12,6.401990049198503e-12,1.9872992140790302e-12,6.576073019459727e-12,2.077893412888443e-12,6.750155989720952e-12,2.168931700907706e-12,6.917133532624575e-12,2.2599699889269687e-12,7.0912165028858e-12,2.3510082769462315e-12,7.261746759468224e-12,True,True,pass
44,0.44,43,43,1.4911977204812736e-08,467.9047909825887,3.1869682662359466e-11,1e-05,True,3.7745905271744446e-10,72.86397862709677,5.1803244872093e-12,1e-05,True,4.5699843998296475e-11,6.096000233704879,7.496693281870518e-12,0.0001,True,1.7745094282872742e-10,18.04065254773144,9.83617096772042e-12,0.0001,True,1.453395737094354e-11,0.1701040422855301,8.544157549499852e-11,0.0001,True,5.733218451330472e-09,105.16760826644094,5.451505977777329e-11,1e-05,True,5.1836573228269955e-12,1e-06,True,4.250333418553964e-11,1.3726619840781495e-10,4.4493297934877774e-11,1.4093259892433707e-10,4.6497916628140956e-11,1.445989994408592e-10,4.851274937323069e-11,1.482511891026661e-10,5.0538240259356826e-11,1.5189982605079422e-10,5.257128066205041e-11,1.5553425214420713e-10,True,True,pass
45,0.45,44,44,3.787311257869172e-07,476.240690086624,7.952515055318547e-10,1e-05,True,1.3737098387972591e-08,73.87116516771943,1.8596022354302182e-10,1e-05,True,1.6732449573934936e-09,6.187112661002235,2.704403570893517e-10,0.0001,True,6.492857806961183e-09,18.559792083514715,3.498346197923363e-10,0.0001,True,6.241857863908962e-10,0.17957314522483464,3.4759417150564693e-09,0.0001,True,1.4868502244474758e-07,105.01894218933819,1.4157924213013306e-09,1e-05,True,7.21185707507066e-10,1e-06,True,1.5720043045064358e-09,4.985988510952666e-09,1.6455481421928653e-09,5.119506596429346e-09,1.7196382096074103e-09,5.253017576478669e-09,1.7942225483125185e-09,5.3863047355662275e-09,1.8691812542215303e-09,5.519215307003833e-09,1.9444579280047947e-09,5.651553891539152e-09,True,True,pass
46,0.45999999999999996,45,45,2.4744290812549092e-09,484.22884227886175,5.110040677481814e-12,1e-05,True,1.7987853318519843e-10,74.80416704559697,2.404659262839639e-12,1e-05,True,2.215725538743435e-11,6.272558155216876,3.5324113127602015e-12,0.0001,True,8.549250196665525e-11,19.05197720155353,4.487329638400158e-12,0.0001,True,9.843237336326638e-12,0.18766844133291305,5.245014700615166e-11,0.0001,True,1.0616119879893928e-09,104.90373067024058,1.0119868771173781e-11,1e-05,True,1.8233011021134837e-11,1e-06,True,2.0871748773743093e-11,6.516742701023759e-11,2.185007730304278e-11,6.691891485388624e-11,2.283684352732962e-11,6.867040269753488e-11,2.382893882213466e-11,7.042189054118353e-11,2.482503091982835e-11,7.216627295747458e-11,2.5827340266459942e-11,7.391065537376562e-11,True,True,pass
47,0.47,46,46,1.7538105035360767e-09,491.8808209492591,3.5655191844062454e-12,1e-05,True,1.1373902894263694e-10,75.68070037115587,1.5028802374295445e-12,1e-05,True,1.3680500908114225e-11,6.353885612446469,2.1530920986861695e-12,0.0001,True,5.430678129414446e-11,19.5251777553421,2.7813719278067056e-12,0.0001,True,7.031014659375501e-12,0.1945069772133908,3.6147878909566705e-11,0.0001,True,9.486335435482517e-10,104.81373713478114,9.050660433263566e-12,1e-05,True,8.24304014802879e-12,1e-06,True,1.3395951015127139e-11,4.1104897263721796e-11,1.4027001782324078e-11,4.2224002072543954e-11,1.4660272995570267e-11,4.333600145400851e-11,1.5300649636174057e-11,4.445510626283067e-11,1.594635534729605e-11,4.5567105644295225e-11,1.659294923683774e-11,4.667555231208098e-11,True,True,pass
48,0.48000000000000004,47,47,1.0955177930949631e-10,499.25244922968574,2.194316311888457e-13,1e-05,True,2.2317847610410965e-12,76.51676952054534,2.916726326824142e-14,1e-05,True,2.388026940037026e-13,6.432467355364849,3.7124587006964725e-14,0.0001,True,9.876544027065393e-13,19.986786203257516,4.9415368367004795e-14,0.0001,True,1.4099832412739488e-13,0.2003667946166001,7.037010518494035e-13,0.0001,True,6.092404248977217e-11,104.74128045663576,5.816621891976536e-13,1e-05,True,5.267921515672569e-15,1e-06,True,2.6556534749033744e-13,8.064660050877137e-13,2.7755575615628914e-13,8.206768598029157e-13,2.913225216616411e-13,8.490985692333197e-13,3.0464519795714295e-13,8.704148513061227e-13,3.1796787425264483e-13,8.952838470577262e-13,3.3217872896784684e-13,9.166001291305292e-13,True,True,pass
49,0.49,48,48,7.569062452758264e-12,506.40324596516064,1.4946709984712454e-14,1e-05,True,9.890336306082086e-15,77.32358343054526,1.2790840604232902e-16,1e-05,True,6.699911639252484e-14,6.509252219392722,1.0292905257675743e-14,0.0001,True,9.592326932761353e-14,20.44199823519159,4.692460503321949e-15,0.0001,True,3.6914915568786455e-15,0.20550648580527706,1.7962895635208483e-14,0.0001,True,3.5349509336923545e-12,104.68091096723929,3.376882089609103e-14,1e-05,True,1.2660228768113235e-15,1e-06,True,1.7763568394002505e-15,3.552713678800501e-15,1.7763568394002505e-15,0.0,8.881784197001252e-16,3.552713678800501e-15,8.881784197001252e-16,3.552713678800501e-15,8.881784197001252e-16,0.0,8.881784197001252e-16,7.105427357601002e-15,True,True,pass
50,0.5,49,49,2.5034595279885897e-09,513.3804318691883,4.876421796743672e-12,1e-05,True,1.0080159143623751e-10,78.10831672164979,1.290535959127867e-12,1e-05,True,1.2256675229047381e-11,6.584840023114844,1.8613474565855246e-12,0.0001,True,4.814282306142559e-11,20.894105603202274,2.304134188641562e-12,0.0001,True,8.28917490203196e-12,0.21011307803679163,3.9451018372975773e-11,0.0001,True,8.10524842797633e-10,104.62880880310807,7.746669890153198e-12,1e-05,True,6.430618841243851e-13,1e-06,True,1.234079505252339e-11,3.624833766480151e-11,1.2918999203748172e-11,3.723599206750805e-11,1.3503420603910854e-11,3.822364647021459e-11,1.4092726985381887e-11,3.921485358659993e-11,1.468603016974157e-11,4.020250798930647e-11,1.5281997889360355e-11,4.118305696465541e-11,True,True,pass
51,0.51,50,50,9.565221092692052e-10,520.2181782142425,1.8386941274383512e-12,1e-05,True,4.26459774616939e-12,78.87550385209215,5.406745488645488e-14,1e-05,True,5.426394490802628e-13,6.659603969709082,8.148224001733956e-14,0.0001,True,2.028599510595086e-12,21.345136984206132,9.503801789119948e-14,0.0001,True,1.305622276959184e-13,0.214312817736369,6.092133409235742e-13,0.0001,True,5.054005080793132e-10,104.58217340166914,4.832568416208177e-12,1e-05,True,4.248229372449952e-14,1e-06,True,5.435651928564766e-13,1.4956924587750109e-12,5.74207348336131e-13,1.5489831639570184e-12,6.039613253960852e-13,1.5987211554602254e-12,6.323830348264892e-13,1.6484591469634324e-12,6.634692795159935e-13,1.7053025658242404e-12,6.954437026251981e-13,1.7479351299698465e-12,True,True,pass
52,0.52,51,51,7.235053074508446e-10,526.9409669276132,1.3730291491081464e-12,1e-05,True,4.182413031515388e-11,79.62806434161607,5.252435891913965e-13,1e-05,True,5.262840317410784e-12,6.733778920199871,7.815582275241334e-13,0.0001,True,1.9824142327706795e-11,21.79634367777402,9.095168722230096e-13,0.0001,True,4.312494805702727e-12,0.2181891075733678,1.9764940851837054e-11,0.0001,True,2.6689198391626994e-10,104.53906861458533,2.553035792773775e-12,1e-05,True,2.8492074151398317e-14,1e-06,True,5.2513549064769904e-12,1.4999557151895715e-11,5.496048061104375e-12,1.5408119224957773e-11,5.74296166178101e-12,1.580957587066223e-11,5.9898752624576446e-12,1.6221690657403087e-11,6.24122975523278e-12,1.6619594589428743e-11,6.490807891168515e-12,1.7024603948812e-11,True,True,pass
53,0.53,52,52,1.2296780466247688e-09,533.5671564884242,2.3046359425825093e-12,1e-05,True,3.0661933673221174e-11,80.3680735247755,3.815188336419294e-13,1e-05,True,3.0364693464860628e-12,6.807525206200661,4.4604599388339874e-13,0.0001,True,1.5223378113660146e-11,22.24857636699409,6.842405492624745e-13,0.0001,True,2.6137425557237748e-12,0.22180408269854635,1.1784014630948471e-11,0.0001,True,4.304566501450181e-10,104.49837479441682,4.11926645741496e-12,1e-05,True,2.0073515332591496e-14,1e-06,True,3.913758206408602e-12,1.0960121699099545e-11,4.097167050076678e-12,1.1254996934439987e-11,4.281908161374304e-12,1.156053031081683e-11,4.47020198635073e-12,1.1866063687193673e-11,4.657607632907457e-12,1.2164491636212915e-11,4.846789636303583e-12,1.2462919585232157e-11,True,True,pass
54,0.54,53,53,8.996523273780532e-10,540.1103422903328,1.6656824669623729e-12,1e-05,True,2.611073244662613e-11,81.09710578086033,3.2196873359676054e-13,1e-05,True,2.7588274793192294e-12,6.8809580148440705,4.009365372332892e-13,0.0001,True,1.2757794820572599e-11,22.7024521198287,5.619566887856016e-13,0.0001,True,2.7537971902802383e-12,0.2252098000697343,1.2227696971568505e-11,0.0001,True,3.6434406376942653e-10,104.45954163059189,3.487896443753159e-12,1e-05,True,7.0647697761327954e-15,1e-06,True,3.3510971775285725e-12,9.318767979493714e-12,3.5083047578154947e-12,9.57456336436735e-12,3.667288694941817e-12,9.833911462919787e-12,3.83071352416664e-12,1.0096812275151024e-11,3.994138353391463e-12,1.035260766002466e-11,4.156675004196586e-12,1.0608403044898296e-11,True,True,pass
55,0.55,54,54,2.529438510703533e-09,546.580233091044,4.62775336092735e-12,1e-05,True,2.323468270049923e-11,81.81630563396826,2.8398596735040947e-13,1e-05,True,2.8932633038974194e-12,6.95415584611796,4.160480966949475e-13,0.0001,True,1.1027623258996755e-11,23.15838278798461,4.761827870259696e-13,0.0001,True,3.2640279368223446e-12,0.22844703574061387,1.4287897963922049e-11,0.0001,True,6.554392046970483e-10,104.42225978638244,6.2768149821492686e-12,1e-05,True,2.498950482307527e-14,1e-06,True,2.97939450888407e-12,8.284928298962768e-12,3.12105896682624e-12,8.5158546880848e-12,3.2640556923979602e-12,8.753886504564434e-12,3.4097169532287808e-12,8.981260180007666e-12,3.5580427493187017e-12,9.2157392828085e-12,3.7063685454086226e-12,9.443112958251731e-12,True,True,pass
56,0.56,55,55,4.902556299718635e-09,552.983916046429,8.865639953453929e-12,1e-05,True,3.3729332132795593e-11,82.52648846697726,4.087091642859891e-13,1e-05,True,4.394902610879839e-12,7.02717007136275,6.254157173155699e-13,0.0001,True,1.573852159708622e-11,23.6166208398595,6.664171688154117e-13,0.0001,True,5.337646991065981e-12,0.23154568813713652,2.305224093788642e-11,0.0001,True,1.3034957049018028e-09,104.38629845684622,1.2487229877594271e-11,1e-05,True,1.171968338348206e-14,1e-06,True,4.352074256530614e-12,1.2015277661703294e-11,4.560796185160143e-12,1.2349232747510541e-11,4.772182649048773e-12,1.269029326067539e-11,4.986233648196503e-12,1.3024248346482636e-11,5.2020610041836335e-12,1.3365308859647484e-11,5.420552895429864e-12,1.3699263945454732e-11,True,True,pass
57,0.57,56,56,9.044747178199726e-09,559.3267809487378,1.6170774377829542e-11,1e-05,True,5.6998646671312544e-11,83.22825819196616,6.84847285159387e-13,1e-05,True,7.201174323953818e-12,7.100034731529306,1.014244943334626e-12,0.0001,True,2.660272002685815e-11,24.077317155770107,1.104887220397096e-12,0.0001,True,9.34152755149853e-12,0.23452813490846708,3.9831159511605687e-11,0.0001,True,2.6042033469407486e-09,104.35146838621382,2.4956077640444564e-11,1e-05,True,6.842340279436532e-14,1e-06,True,7.425171588693047e-12,2.0254020682841656e-11,7.780442956573097e-12,2.0826007585128536e-11,8.144596108650148e-12,2.140865262845182e-11,8.512301974406e-12,2.19912976717751e-11,8.884448732260353e-12,2.255973186038318e-11,9.257483668534405e-12,2.312816604899126e-11,True,True,pass
58,0.58,57,57,1.5299656236091605e-10,565.6130014320246,2.7049689800898817e-13,1e-05,True,2.797790218053622e-13,83.92208620692567,3.3337948858363038e-15,1e-05,True,6.639585229416756e-14,7.172772994099807,9.256650440322534e-15,0.0001,True,2.5224267119483557e-13,24.540560617413192,1.027860264185865e-14,0.0001,True,5.9396931817445875e-15,0.23741208076276632,2.5018495952949492e-14,0.0001,True,3.888004257972639e-11,104.31761332036625,3.7270832165535863e-13,1e-05,True,2.2781960779677535e-14,1e-06,True,3.552713678800501e-14,9.592326932761353e-14,3.8191672047105385e-14,9.947598300641403e-14,3.907985046680551e-14,9.947598300641403e-14,4.1744385725905886e-14,1.1368683772161603e-13,4.618527782440651e-14,1.1368683772161603e-13,4.884981308350689e-14,1.1368683772161603e-13,True,True,pass
59,0.5900000000000001,58,58,3.7104371567058744e-11,571.845801400656,6.488527410042497e-14,1e-05,True,4.330186340365591e-13,84.60835041642467,5.117918407643355e-15,1e-05,True,1.2804327759799889e-13,7.245400508043189,1.7672353302741072e-14,0.0001,True,4.085620730620576e-13,25.006397130648885,1.6338302192334092e-14,0.0001,True,9.869882688917642e-14,0.2402118681048832,4.1088239173129346e-13,0.0001,True,2.12146092728837e-11,104.28458950827866,2.0342995425224906e-13,1e-05,True,1.2958465680709685e-14,1e-06,True,5.861977570020827e-14,1.5276668818842154e-13,6.217248937900877e-14,1.5631940186722204e-13,6.394884621840902e-14,1.6342482922482304e-13,6.661338147750939e-14,1.6342482922482304e-13,6.838973831690964e-14,1.7053025658242404e-13,7.194245199571014e-14,1.7763568394002505e-13,True,True,pass
60,0.6,59,59,4.953846078808389e-11,578.0276673572546,8.57025772046068e-14,1e-05,True,4.164335127202726e-13,85.28735334427076,4.882711168668794e-15,1e-05,True,8.146186852691364e-14,7.31792713369135,1.1131822856211222e-14,0.0001,True,4.689582056016661e-13,25.4748377116865,1.8408682752335378e-14,0.0001,True,2.892130979148533e-14,0.24293880430119785,1.1904771604798225e-13,0.0001,True,1.9897052530645673e-11,104.25225873629351,1.9085488191651888e-13,1e-05,True,1.800214708205794e-14,1e-06,True,5.684341886080802e-14,1.4921397450962104e-13,5.861977570020827e-14,1.4921397450962104e-13,6.217248937900877e-14,1.5631940186722204e-13,6.394884621840902e-14,1.5631940186722204e-13,6.750155989720952e-14,1.6342482922482304e-13,7.105427357601002e-14,1.7053025658242404e-13,True,True,pass
61,0.61,60,60,3.0986406328021335e-10,584.1605178252245,5.304433521693807e-13,1e-05,True,4.652325701058551e-13,85.95934296437756,5.412239717777419e-15,1e-05,True,7.86324106267484e-14,7.390358686921818,1.0639863903479877e-14,0.0001,True,1.1368683772161603e-13,25.94586919438729,4.3816931654850554e-15,0.0001,True,1.2323475573339238e-14,0.24560200360075274,5.0176608466810844e-14,0.0001,True,8.432692577708071e-11,104.22053343189708,8.091200745214392e-13,1e-05,True,2.6897023020291955e-14,1e-06,True,6.483702463810914e-14,1.6342482922482304e-13,6.750155989720952e-14,1.7053025658242404e-13,7.016609515630989e-14,1.7053025658242404e-13,7.37188088351104e-14,1.7763568394002505e-13,7.815970093361102e-14,1.8474111129762605e-13,8.08242361927114e-14,1.8474111129762605e-13,True,True,pass
62,0.62,61,61,2.2656317334252723e-10,590.245818688735,3.8384545246902444e-13,1e-05,True,2.1199946309638783e-13,86.62453618390617,2.447337353083281e-15,1e-05,True,1.6059470675952298e-13,7.462698675177136,2.1519655790699745e-14,0.0001,True,5.968558980384842e-13,26.419466893103422,2.2591519369162152e-14,0.0001,True,1.7685852782278744e-13,0.24821005624312475,7.125357066498239e-13,0.0001,True,6.925382316177787e-11,104.18941930854785,6.646915168678379e-13,1e-05,True,4.5420346086663677e-14,1e-06,True,3.019806626980426e-14,7.105427357601002e-14,3.197442310920451e-14,7.105427357601002e-14,3.375077994860476e-14,7.815970093361102e-14,3.4638958368304884e-14,8.526512829121202e-14,3.552713678800501e-14,8.526512829121202e-14,3.730349362740526e-14,8.526512829121202e-14,True,True,pass
63,0.63,62,62,4.763110698665261e-11,596.2848217979913,7.987979107539487e-14,1e-05,True,3.93856809163521e-13,87.28312610776892,4.5124049369774404e-15,1e-05,True,1.6177802168953442e-13,7.534948715940206,2.1470354714862564e-14,0.0001,True,2.4158453015843406e-13,26.895595595250498,8.982308248310201e-15,0.0001,True,1.3489209749195652e-13,0.25077205509440614,5.379072139484393e-13,0.0001,True,1.972917422221182e-11,104.15893101837878,1.8941413884835876e-13,1e-05,True,1.1344972270649345e-13,1e-06,True,5.684341886080802e-14,1.3500311979441904e-13,6.128431095930864e-14,1.4210854715202004e-13,6.394884621840902e-14,1.4210854715202004e-13,6.572520305780927e-14,1.4921397450962104e-13,6.927791673660977e-14,1.5631940186722204e-13,7.194245199571014e-14,1.5631940186722204e-13,True,True,pass
64,0.64,63,63,3.259796176843303e-09,602.2790295842816,5.412435128437647e-12,1e-05,True,1.5345777508846547e-12,87.93526754501212,1.7451220582221327e-14,1e-05,True,2.955336851695349e-13,7.607107406116999,3.884967956833257e-14,0.0001,True,2.8421709430404007e-13,27.374195216839937,1.038266484375755e-14,0.0001,True,7.382983113757291e-15,0.253296144390364,2.9147633224053755e-14,0.0001,True,9.875788176151458e-10,104.12889093998625,9.484196064129099e-12,1e-05,True,3.229599747356371e-14,1e-06,True,1.9539925233402755e-13,5.258016244624741e-13,2.078337502098293e-13,5.542233338928781e-13,2.2115642650533118e-13,5.684341886080801e-13,2.353672812205332e-13,5.897504706808832e-13,2.495781359357352e-13,6.110667527536862e-13,2.646771690706373e-13,6.394884621840902e-13,True,True,pass
65,0.65,64,64,7.641287848969458e-10,608.2302880721394,1.2563149186781637e-12,1e-05,True,6.792421276122013e-12,88.58107123350207,7.668027922372951e-14,1e-05,True,6.995972667820018e-13,7.67917029882237,9.110323635996037e-14,0.0001,True,4.980904577678302e-12,27.85517762371614,1.7881431757367494e-13,0.0001,True,3.356759314954161e-13,0.25578626644347174,1.3123297672027274e-12,0.0001,True,1.797493268582119e-10,104.09890826682906,1.7267167336421406e-12,1e-05,True,5.749421121484244e-14,1e-06,True,9.805489753489383e-13,2.3518964553659316e-12,1.0302869668521453e-12,2.4300561562995426e-12,1.0809131367750524e-12,2.5011104298755527e-12,1.1324274851176597e-12,2.5792701308091637e-12,1.1830536550405668e-12,2.6432189770275727e-12,1.2354561818028742e-12,2.7213786779611837e-12,True,True,pass
