target_index,load_multiplier,python_index,matlab_index,U_absolute_error,U_denominator,U_relative_error,U_tolerance,U_pass,loaded_displacements_absolute_error,loaded_displacements_denominator,loaded_displacements_relative_error,loaded_displacements_tolerance,loaded_displacements_pass,support_reaction_absolute_error,support_reaction_denominator,support_reaction_relative_error,support_reaction_tolerance,support_reaction_pass,solid_material_energy_absolute_error,solid_material_energy_denominator,solid_material_energy_relative_error,solid_material_energy_tolerance,solid_material_energy_pass,medium_material_energy_absolute_error,medium_material_energy_denominator,medium_material_energy_relative_error,medium_material_energy_tolerance,medium_material_energy_pass,J_field_absolute_error,J_field_denominator,J_field_relative_error,J_field_tolerance,J_field_pass,min_J_absolute_error,min_J_tolerance,min_J_pass,loaded_node_0_ux_absolute_difference,loaded_node_0_uy_absolute_difference,loaded_node_1_ux_absolute_difference,loaded_node_1_uy_absolute_difference,loaded_node_2_ux_absolute_difference,loaded_node_2_uy_absolute_difference,loaded_node_3_ux_absolute_difference,loaded_node_3_uy_absolute_difference,loaded_node_4_ux_absolute_difference,loaded_node_4_uy_absolute_difference,loaded_node_5_ux_absolute_difference,loaded_node_5_uy_absolute_difference,python_validity_pass,matlab_validity_pass,status
32,0.32,31,31,2.7776419651097446e-13,354.87490051445116,7.827101778917256e-16,1e-05,True,4.703887999869667e-14,56.160788329645264,8.375751373466126e-16,1e-05,True,7.349554651939112e-14,4.644566804145596,1.582398307928121e-14,0.0001,True,1.7763568394002505e-14,10.653592525988316,1.6673782435990631e-15,0.0001,True,1.5265566588595902e-16,0.06424285401220003,2.376227959252386e-15,0.0001,True,1.0591532746354355e-13,108.98393253231247,9.71843509428703e-16,1e-05,True,1.3322676295501878e-15,1e-06,True,2.220446049250313e-15,1.7763568394002505e-14,1.7763568394002505e-15,1.7763568394002505e-14,2.6645352591003757e-15,2.1316282072803006e-14,2.886579864025407e-15,1.7763568394002505e-14,2.6645352591003757e-15,1.7763568394002505e-14,3.3306690738754696e-15,2.1316282072803006e-14,True,True,pass
33,0.33,32,32,4.3905806326160034e-13,365.2611407913599,1.2020387997210847e-15,1e-05,True,4.349241132780331e-14,57.73936746972006,7.532540315861929e-16,1e-05,True,9.074185846879611e-14,4.779128080911771,1.8987115836302134e-14,0.0001,True,3.8546943414985435e-13,11.264951400607643,3.421847289363909e-14,0.0001,True,2.220446049250313e-16,0.0700289698827555,3.1707535509487676e-15,0.0001,True,1.0643620906569208e-13,108.56944234181174,9.803514393174872e-16,1e-05,True,4.718447854656915e-16,1e-06,True,3.552713678800501e-15,1.7763568394002505e-14,3.774758283725532e-15,1.4210854715202004e-14,4.6629367034256575e-15,1.7763568394002505e-14,4.440892098500626e-15,1.7763568394002505e-14,4.440892098500626e-15,1.7763568394002505e-14,4.884981308350689e-15,1.7763568394002505e-14,True,True,pass
34,0.34,33,33,1.5421412701029069e-13,375.47719766303476,4.10715026025861e-16,1e-05,True,1.4455086726492357e-14,59.29653786145843,2.437762346305192e-16,1e-05,True,5.6710716090045004e-14,4.912272063138289,1.154470179198796e-14,0.0001,True,9.059419880941277e-14,11.88520622433627,7.6224338980262e-15,0.0001,True,4.163336342344337e-17,0.07628894151949091,5.457326133277986e-16,0.0001,True,1.0187288067430187e-13,108.17281991195998,9.417604233412281e-16,1e-05,True,2.0261570199409107e-15,1e-06,True,1.7763568394002505e-15,3.552713678800501e-15,1.5543122344752192e-15,3.552713678800501e-15,1.3322676295501878e-15,3.552713678800501e-15,1.5543122344752192e-15,7.105427357601002e-15,2.220446049250313e-15,7.105427357601002e-15,2.220446049250313e-15,7.105427357601002e-15,True,True,pass
35,0.35,34,34,4.1806371535362575e-13,385.4830753830283,1.0845189894218426e-15,1e-05,True,4.98295996671628e-14,60.830309823287486,8.191574202386634e-16,1e-05,True,6.25955548976238e-14,5.043836482676852,1.2410306145452844e-14,0.0001,True,1.1901590823981678e-13,12.51290740298087,9.511451208490872e-15,0.0001,True,2.3592239273284576e-16,0.08307536880072579,2.8398597097866226e-15,0.0001,True,1.2254501860735102e-13,107.79294833250837,1.1368556153537707e-15,1e-05,True,2.7755575615628914e-16,1e-06,True,4.884981308350689e-15,2.1316282072803006e-14,5.551115123125783e-15,1.7763568394002505e-14,5.329070518200751e-15,2.1316282072803006e-14,5.773159728050814e-15,2.1316282072803006e-14,5.329070518200751e-15,1.7763568394002505e-14,5.329070518200751e-15,1.7763568394002505e-14,True,True,pass
36,0.36,35,35,6.921455473023496e-13,395.24794655777515,1.7511679777978952e-15,1e-05,True,5.929048329109094e-15,62.33828163559317,9.51108720604162e-17,1e-05,True,8.136361954049487e-14,5.173622900801698,1.572662350939549e-14,0.0001,True,2.540190280342358e-13,13.14636336658881,1.9322379957929623e-14,0.0001,True,0.0,0.0904443606806655,0.0,0.0001,True,1.5353306305348726e-13,107.42808450386858,1.4291706285422823e-15,1e-05,True,1.0685896612017132e-15,1e-06,True,1.9984014443252818e-15,3.552713678800501e-15,1.3322676295501878e-15,3.552713678800501e-15,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1.3322676295501878e-15,0.0,True,True,pass
37,0.37,36,36,4.933582304187835e-13,404.77260386737055,1.218852821819036e-15,1e-05,True,6.673613305887245e-14,63.81748080060329,1.0457343696688442e-15,1e-05,True,5.872084527479074e-14,5.30138186292295,1.1076516801303317e-14,0.0001,True,3.730349362740526e-14,13.78355712567785,2.7063763937910725e-15,0.0001,True,3.885780586188048e-16,0.09845068124691145,3.9469311303622404e-15,0.0001,True,1.5582497839861075e-13,107.07642768926455,1.4552687436567676e-15,1e-05,True,5.412337245047638e-16,1e-06,True,6.661338147750939e-15,2.4868995751603507e-14,6.661338147750939e-15,2.1316282072803006e-14,7.105427357601002e-15,2.842170943040401e-14,7.549516567451064e-15,2.4868995751603507e-14,7.993605777301127e-15,2.842170943040401e-14,8.881784197001252e-15,2.842170943040401e-14,True,True,pass
38,0.38000000000000006,37,37,3.940951785360227e-13,414.10051480788877,9.516896609482676e-16,1e-05,True,3.1599061549095024e-14,65.26406896392596,4.841724098839298e-16,1e-05,True,6.789050151275426e-14,5.426786031722877,1.251025950090769e-14,0.0001,True,2.575717417130363e-13,14.421997282824552,1.7859644310138907e-14,0.0001,True,1.6653345369377348e-16,0.1071400085252765,1.5543535602247489e-15,0.0001,True,1.2412957030154968e-13,106.73752560567932,1.162942176120157e-15,1e-05,True,6.522560269672795e-16,1e-06,True,3.552713678800501e-15,1.0658141036401503e-14,3.552713678800501e-15,1.4210854715202004e-14,2.6645352591003757e-15,1.4210854715202004e-14,2.220446049250313e-15,1.0658141036401503e-14,2.220446049250313e-15,1.0658141036401503e-14,3.1086244689504383e-15,1.4210854715202004e-14,True,True,pass
39,0.38999999999999996,38,38,4.0660823924590626e-13,423.2960760392291,9.605764434448094e-16,1e-05,True,4.8275173011074485e-14,66.67293870634217,7.240594752197773e-16,1e-05,True,6.457920498703953e-14,5.549395377845941,1.1637160553535233e-14,0.0001,True,1.1368683772161603e-13,15.058510382044618,7.549673562477554e-15,0.0001,True,3.469446951953614e-16,0.11653772429464601,2.977102026792373e-15,0.0001,True,1.5140463974762892e-13,106.41341773758968,1.4227965135090896e-15,1e-05,True,2.0816681711721685e-16,1e-06,True,3.1086244689504383e-15,1.4210854715202004e-14,3.9968028886505635e-15,1.4210854715202004e-14,3.9968028886505635e-15,2.1316282072803006e-14,4.440892098500626e-15,2.1316282072803006e-14,4.884981308350689e-15,2.1316282072803006e-14,4.884981308350689e-15,2.1316282072803006e-14,True,True,pass
40,0.4,39,39,1.3492200179151934e-12,432.40979298024246,3.1202346473611007e-15,1e-05,True,2.894085461969652e-14,68.0373624626848,4.253670861443104e-16,1e-05,True,8.922491152210754e-14,5.668629157242619,1.5740121473303266e-14,0.0001,True,7.815970093361102e-14,15.68904554888877,4.9818008807519174e-15,0.0001,True,5.273559366969494e-16,0.12662938546829508,4.164562078120378e-15,0.0001,True,4.1665421463192833e-13,106.1082851087315,3.9266887991354646e-15,1e-05,True,9.922618282587337e-16,1e-06,True,3.1086244689504383e-15,1.0658141036401503e-14,3.1086244689504383e-15,1.0658141036401503e-14,3.552713678800501e-15,1.0658141036401503e-14,2.6645352591003757e-15,1.0658141036401503e-14,3.9968028886505635e-15,1.4210854715202004e-14,3.552713678800501e-15,1.0658141036401503e-14,True,True,pass
41,0.41000000000000003,40,40,1.842265153626783e-11,441.4606472923229,4.1731129715099755e-14,1e-05,True,2.7821364956640673e-13,69.34884647506072,4.011799239753153e-15,1e-05,True,1.1653590729383106e-13,5.783757722948143,2.0148822422393838e-14,0.0001,True,1.7053025658242404e-13,16.308572250430316,1.0456479817105048e-14,0.0001,True,7.022160630754115e-15,0.13732661752744568,5.1134738167935194e-14,0.0001,True,4.861054318877416e-12,105.8271138291341,4.593392130797365e-14,1e-05,True,2.478572902475662e-14,1e-06,True,2.7533531010703882e-14,9.947598300641403e-14,2.886579864025407e-14,1.0658141036401503e-13,3.064215547965432e-14,1.1013412404281553e-13,3.3306690738754696e-14,1.1368683772161603e-13,3.4638958368304884e-14,1.1013412404281553e-13,3.4638958368304884e-14,1.1368683772161603e-13,True,True,pass
42,0.42,41,41,1.4000828574244184e-11,450.43255873368184,3.1083074042438773e-14,1e-05,True,3.837814737761779e-13,70.59733866785992,5.436203134820122e-15,1e-05,True,8.19580995310861e-14,5.893927866311368,1.3905514521062237e-14,0.0001,True,3.197442310920451e-14,16.911161023491832,1.8907290318380755e-15,0.0001,True,1.0408340855860843e-14,0.14841941157324254,7.012789463003967e-14,0.0001,True,3.07000593179169e-12,105.57436133990755,2.907908599046589e-14,1e-05,True,2.7984559114457852e-14,1e-06,True,3.907985046680551e-14,1.4210854715202004e-13,4.04121180963557e-14,1.4566126083082054e-13,4.218847493575595e-14,1.4921397450962104e-13,4.3520742565306136e-14,1.4921397450962104e-13,4.6629367034256575e-14,1.5631940186722204e-13,4.8405723873656825e-14,1.5987211554602254e-13,True,True,pass
43,0.43,42,42,6.642524188471742e-10,459.2738003126095,1.446310280262109e-12,1e-05,True,1.7563098894828306e-11,71.77208057670136,2.447065593432112e-13,1e-05,True,2.1251905950332244e-12,5.998247558949252,3.543019147088198e-13,0.0001,True,8.238743021138362e-12,17.49040894296229,4.710434757703838e-13,0.0001,True,6.082634396165076e-13,0.15952898734324003,3.812870938043239e-12,0.0001,True,1.7961287607537153e-10,105.35343447338703,1.7048601877401816e-12,1e-05,True,1.1477034600471114e-12,1e-06,True,1.900701818158268e-12,6.409095476556104e-12,1.9899637493381306e-12,6.583178446817328e-12,2.0796697697278432e-12,6.753708703399752e-12,2.170708057747106e-12,6.924238959982176e-12,2.263078613395919e-12,7.101874643922201e-12,2.353228722995482e-12,7.265299473147024e-12,True,True,pass
44,0.44,43,43,1.4912047631419976e-08,467.9047909825887,3.1869833177183415e-11,1e-05,True,3.774663812289515e-10,72.86397862709677,5.1804250651854834e-12,1e-05,True,4.572461136758594e-11,6.096000233704879,7.500756170377729e-12,0.0001,True,1.7749002267919423e-10,18.04065254773144,9.838337178192209e-12,0.0001,True,1.4533846348641077e-11,0.1701040422855301,8.544092282207569e-11,0.0001,True,5.733258128159076e-09,105.16760826644094,5.451543705010323e-11,1e-05,True,5.1834300740516426e-12,1e-06,True,4.250333418553964e-11,1.3726975112149375e-10,4.4493742024087624e-11,1.4093615163801587e-10,4.6497472538931106e-11,1.445989994408592e-10,4.851319346244054e-11,1.482547418163449e-10,5.0539128437776526e-11,1.5190337876447302e-10,5.257305701888981e-11,1.5553780485788593e-10,True,True,pass
45,0.45,44,44,3.7873123184200535e-07,476.240690086624,7.952517282240572e-10,1e-05,True,1.3737047887708387e-08,73.87116516771943,1.8595953991681814e-10,1e-05,True,1.6732240419240032e-09,6.187112661002235,2.7043697659983484e-10,0.0001,True,6.492591353435273e-09,18.559792083514715,3.4982026329929415e-10,0.0001,True,6.241852312793839e-10,0.17957314522483464,3.4759386237729056e-09,0.0001,True,1.4868497792618797e-07,105.01894218933819,1.4157919973915227e-09,1e-05,True,7.211861819539367e-10,1e-06,True,1.571997643168288e-09,4.985970747384272e-09,1.6455423690331372e-09,5.119488832860952e-09,1.7196324364476823e-09,5.252996260196596e-09,1.7942154428851609e-09,5.386283419284155e-09,1.8691745928833825e-09,5.519197543435439e-09,1.944450822577437e-09,5.651532575257079e-09,True,True,pass
46,0.45999999999999996,45,45,2.4747530120572262e-09,484.22884227886175,5.110709639703875e-12,1e-05,True,1.798311683634199e-10,74.80416704559697,2.4040260785713127e-12,1e-05,True,2.2187570918044034e-11,6.272558155216876,3.5372443537395774e-12,0.0001,True,8.523315386810282e-11,19.05197720155353,4.4737169778448384e-12,0.0001,True,9.842182624453244e-12,0.18766844133291305,5.2444526924981366e-11,0.0001,True,1.0616024741109271e-09,104.90373067024058,1.0119778079656856e-11,1e-05,True,1.8230700369464836e-11,1e-06,True,2.0867307881644592e-11,6.514611072816479e-11,2.184430414331473e-11,6.690115128549223e-11,2.283062627839172e-11,6.865619184281968e-11,2.382272157319676e-11,7.040412697278953e-11,2.48183695816806e-11,7.214850938908057e-11,2.582023483910234e-11,7.388933909169282e-11,True,True,pass
47,0.47,46,46,1.7540021396325901e-09,491.8808209492591,3.565908783041426e-12,1e-05,True,1.1376456266497683e-10,75.68070037115587,1.5032176249301182e-12,1e-05,True,1.3678235713686709e-11,6.353885612446469,2.1527355933025854e-12,0.0001,True,5.4289017725750455e-11,19.5251777553421,2.7804621502560686e-12,0.0001,True,7.03184732664397e-12,0.1945069772133908,3.615215982164707e-11,0.0001,True,9.486647697842174e-10,104.81373713478114,9.05095835447904e-12,1e-05,True,8.244562584719395e-12,1e-06,True,1.339950372880594e-11,4.11155554047582e-11,1.4028778139163478e-11,4.2231107499901555e-11,1.4662493441619517e-11,4.334665959504491e-11,1.5303758260643008e-11,4.446221169018827e-11,1.594901988255515e-11,4.5577763785331626e-11,1.659561377209684e-11,4.668976316679618e-11,True,True,pass
48,0.48000000000000004,47,47,5.390072102661948e-09,499.25244922968574,1.0796285748779963e-11,1e-05,True,4.0301993746854573e-10,76.51676952054534,5.267079883192557e-12,1e-05,True,4.8583122835382206e-11,6.432467355364849,7.552797418375173e-12,0.0001,True,1.922373371598951e-10,19.986786203257516,9.618221519203703e-12,0.0001,True,2.767000517600593e-11,0.2003667946166001,1.38096760139085e-10,0.0001,True,2.2801730657681215e-09,104.74128045663576,2.1769574095593976e-11,1e-05,True,1.8970992528635766e-11,1e-06,True,4.8124615403821736e-11,1.454125708733045e-10,5.0383253125119154e-11,1.4937029391148826e-10,5.2662318950069675e-11,1.5331735880863562e-10,5.49591483434142e-11,1.5726442370578297e-10,5.7269744502264075e-11,1.6120083046189393e-10,5.95905547129405e-11,1.6512302636328968e-10,True,True,pass
49,0.49,48,48,3.7546002427490575e-09,506.40324596516064,7.414249953301772e-12,1e-05,True,2.038701481825994e-10,77.32358343054526,2.6365843270277647e-12,1e-05,True,2.4283023628434915e-11,6.509252219392722,3.7305396703003146e-12,0.0001,True,9.753620133778895e-11,20.44199823519159,4.77136335771114e-12,0.0001,True,1.483874134677876e-11,0.20550648580527706,7.220570819764233e-11,0.0001,True,1.800985303611781e-09,104.68091096723929,1.7204524559166414e-11,1e-05,True,3.80872763883211e-12,1e-06,True,2.467537285610888e-11,7.342748631344875e-11,2.5830892980138742e-11,7.542766411461344e-11,2.7000623958883807e-11,7.743139462945692e-11,2.8180124900245573e-11,7.9424467003264e-11,2.936406673370584e-11,8.140688123603468e-11,3.055333763768431e-11,8.340350632352056e-11,True,True,pass
50,0.5,49,49,2.505738696266608e-09,513.3804318691883,4.880861327618895e-12,1e-05,True,1.0080615069228941e-10,78.10831672164979,1.2905943300702104e-12,1e-05,True,1.2261937864612957e-11,6.584840023114844,1.8621466613569545e-12,0.0001,True,4.829203703593521e-11,20.894105603202274,2.311275627348886e-12,0.0001,True,8.2903128806322e-12,0.21011307803679163,3.945643440233898e-11,0.0001,True,8.111044649247173e-10,104.62880880310807,7.752209684916368e-12,1e-05,True,6.434356086132409e-13,1e-06,True,1.233990687410369e-11,3.624833766480151e-11,1.2919887382167872e-11,3.723599206750805e-11,1.3504752871540404e-11,3.822719918389339e-11,1.4092726985381887e-11,3.922195901395753e-11,1.468691834816127e-11,4.020250798930647e-11,1.5282886067780055e-11,4.118305696465541e-11,True,True,pass
51,0.51,50,50,9.564229107273732e-10,520.2181782142425,1.8385034410187175e-12,1e-05,True,4.2430008021738355e-12,78.87550385209215,5.379364435034656e-14,1e-05,True,5.48760439067895e-13,6.659603969709082,8.240136223774086e-14,0.0001,True,2.163602630389505e-12,21.345136984206132,1.0136278965979068e-13,0.0001,True,1.308397834520747e-13,0.214312817736369,6.10508437311592e-13,0.0001,True,5.045322881335129e-10,104.58217340166914,4.824266619472077e-12,1e-05,True,4.1176805888609724e-14,1e-06,True,5.404565683875262e-13,1.4885870314174099e-12,5.688782778179302e-13,1.538325022920617e-12,5.986322548778844e-13,1.5916157281026244e-12,6.270539643082884e-13,1.6413537196058314e-12,6.590283874174929e-13,1.6981971384666394e-12,6.910028105266974e-13,1.7408297026122455e-12,True,True,pass
52,0.52,51,51,7.102882749091654e-10,526.9409669276132,1.347946581285146e-12,1e-05,True,4.145956327736481e-11,79.62806434161607,5.206652154634478e-13,1e-05,True,5.225308461071423e-12,6.733778920199871,7.759845582985558e-13,0.0001,True,1.9262813566456316e-11,21.79634367777402,8.837635270955481e-13,0.0001,True,4.273525977538384e-12,0.2181891075733678,1.958633968976374e-11,0.0001,True,2.6621055806768295e-10,104.53906861458533,2.5465174082346965e-12,1e-05,True,4.2649477699496785e-14,1e-06,True,5.205613717862434e-12,1.4871659459458897e-11,5.448530515650418e-12,1.5273116105163353e-11,5.694111848697503e-12,1.567457275086781e-11,5.9392490925347374e-12,1.6072476682893466e-11,6.187050871631072e-12,1.6477486042276723e-11,6.433964472307707e-12,1.687538997430238e-11,True,True,pass
53,0.53,52,52,2.2556277537893525e-09,533.5671564884242,4.227448647016355e-12,1e-05,True,2.7883815733768612e-11,80.3680735247755,3.4695140135681764e-13,1e-05,True,4.52713116612051e-12,6.807525206200661,6.650186417226858e-13,0.0001,True,1.2025935802739696e-11,22.24857636699409,5.405260815060622e-13,0.0001,True,4.28218571713046e-12,0.22180408269854635,1.93061627407029e-11,0.0001,True,5.672911662532121e-10,104.49837479441682,5.428708028897704e-12,1e-05,True,5.6017582066025806e-14,1e-06,True,3.5149660959632456e-12,9.993783578465809e-12,3.6779468359782186e-12,1.0267342531733448e-11,3.842259843622742e-12,1.0537348771322286e-11,4.009237386526365e-12,1.0807355010911124e-11,4.177991286269389e-12,1.1077361250499962e-11,4.346745186012413e-12,1.1340262062731199e-11,True,True,pass
54,0.54,53,53,2.5166159033760197e-09,540.1103422903328,4.659447720820034e-12,1e-05,True,2.6852915896955267e-11,81.09710578086033,3.311205207435751e-13,1e-05,True,4.905972918058762e-12,6.8809580148440705,7.129781794156082e-13,0.0001,True,1.0537348771322286e-11,22.7024521198287,4.641502475461137e-13,0.0001,True,5.23478482783446e-12,0.2252098000697343,2.324403656596451e-11,0.0001,True,6.01676331657499e-10,104.45954163059189,5.75989825597026e-12,1e-05,True,2.0697202632313783e-14,1e-06,True,3.419486915845482e-12,9.610090501155355e-12,3.5784708529718046e-12,9.869438599707792e-12,3.740119325357227e-12,1.0132339411939029e-11,3.90354415458205e-12,1.0388134796812665e-11,4.0678571622265736e-12,1.0651035609043902e-11,4.232170169871097e-12,1.0913936421275139e-11,True,True,pass
55,0.55,54,54,2.3192716625858894e-09,546.580233091044,4.243241014168853e-12,1e-05,True,2.8068150104205462e-11,81.81630563396826,3.4306303476690114e-13,1e-05,True,5.5864448627748996e-12,6.95415584611796,8.033246574267441e-13,0.0001,True,9.666933920016163e-12,23.15838278798461,4.1742698566290693e-13,0.0001,True,6.580930245192462e-12,0.22844703574061387,2.880724726349552e-11,0.0001,True,6.022939550372808e-10,104.42225978638244,5.767869382154714e-12,1e-05,True,2.4770441774124574e-14,1e-06,True,3.623323863166661e-12,1.0011547146859812e-11,3.793410030539235e-12,1.028865881380625e-11,3.965716643961059e-12,1.056577048075269e-11,4.1389114358025836e-12,1.0835776720341528e-11,4.312994406063808e-12,1.1119993814645568e-11,4.489741911584133e-12,1.1397105481592007e-11,True,True,pass
56,0.56,55,55,2.0227807461095704e-09,552.983916046429,3.6579377580662505e-12,1e-05,True,2.1305850603409135e-11,82.52648846697726,2.581698433943983e-13,1e-05,True,5.974397369435024e-12,7.02717007136275,8.501853959365514e-13,0.0001,True,4.931166586175095e-12,23.6166208398595,2.0880068404419672e-13,0.0001,True,7.68943242412945e-12,0.23154568813713652,3.3209136762569573e-11,0.0001,True,5.43529418691925e-10,104.38629845684622,5.206903843962075e-12,1e-05,True,7.191052224173045e-15,1e-06,True,2.786215702599293e-12,7.577938276881468e-12,2.9176661087149114e-12,7.787548383930698e-12,3.05000469325023e-12,8.007816632016329e-12,3.1858959914643492e-12,8.213874025386758e-12,3.3226754680981685e-12,8.427036846114788e-12,3.4585667663122877e-12,8.633094239485217e-12,True,True,pass
57,0.57,56,56,9.07785309013646e-09,559.3267809487378,1.6229963233189872e-11,1e-05,True,5.70020034490765e-11,83.22825819196616,6.848876173474789e-13,1e-05,True,7.232585251239452e-12,7.100034731529306,1.0186689959587838e-12,0.0001,True,2.658850917214295e-11,24.077317155770107,1.1042970028648328e-12,0.0001,True,9.342332463191383e-12,0.23452813490846708,3.9834591559079085e-11,0.0001,True,2.6163411398618027e-09,104.35146838621382,2.507239409586933e-11,1e-05,True,8.884052890047178e-14,1e-06,True,7.424283410273347e-12,2.0257573396520456e-11,7.779554778153397e-12,2.0833113012486137e-11,8.143707930230448e-12,2.140865262845182e-11,8.512301974406e-12,2.19912976717751e-11,8.883560553840653e-12,2.255973186038318e-11,9.257483668534405e-12,2.312816604899126e-11,True,True,pass
58,0.58,57,57,1.3023907080985345e-10,565.6130014320246,2.302618052981683e-13,1e-05,True,1.5367283448513666e-13,83.92208620692567,1.83113696799943e-15,1e-05,True,6.981052949795841e-14,7.172772994099807,9.732711401208888e-15,0.0001,True,9.947598300641403e-14,24.540560617413192,4.053533436225946e-15,0.0001,True,2.1538326677728037e-14,0.23741208076276632,9.072127504434023e-14,0.0001,True,3.627560908266054e-11,104.31761332036625,3.47741938566556e-13,1e-05,True,7.71911289228211e-15,1e-06,True,1.9539925233402755e-14,4.973799150320701e-14,2.1316282072803006e-14,4.973799150320701e-14,2.042810365310288e-14,5.684341886080802e-14,2.220446049250313e-14,6.394884621840902e-14,2.5757174171303632e-14,6.394884621840902e-14,2.7533531010703882e-14,6.394884621840902e-14,True,True,pass
59,0.5900000000000001,58,58,6.401280116350083e-11,571.845801400656,1.1194066828279663e-13,1e-05,True,7.690655851907836e-13,84.60835041642467,9.0897125568056e-15,1e-05,True,1.5563736275953448e-13,7.245400508043189,2.1480850173397583e-14,0.0001,True,4.725109192804666e-13,25.006397130648885,1.889560166591682e-14,0.0001,True,2.930988785010413e-14,0.2402118681048832,1.2201681824191393e-13,0.0001,True,1.7336068333787107e-11,104.28458950827866,1.6623806466065516e-13,1e-05,True,3.2550703668934866e-14,1e-06,True,1.0302869668521453e-13,2.7000623958883807e-13,1.092459456231154e-13,2.8421709430404007e-13,1.127986593019159e-13,2.8421709430404007e-13,1.1901590823981678e-13,2.913225216616411e-13,1.234568003383174e-13,3.055333763768431e-13,1.2789769243681803e-13,3.126388037344441e-13,True,True,pass
60,0.6,59,59,7.529911054770333e-11,578.0276673572546,1.3026904212383333e-13,1e-05,True,5.424734656594288e-13,85.28735334427076,6.360538161732859e-15,1e-05,True,1.167332546744319e-13,7.31792713369135,1.5951683112147723e-14,0.0001,True,5.080380560684716e-13,25.4748377116865,1.9942739648363327e-14,0.0001,True,5.800915303666443e-15,0.24293880430119785,2.387809275818454e-14,0.0001,True,3.429303375711899e-11,104.25225873629351,3.2894283704551043e-13,1e-05,True,2.944186235954993e-14,1e-06,True,7.460698725481052e-14,1.9184653865522705e-13,7.815970093361102e-14,1.9895196601282805e-13,8.171241461241152e-14,1.9895196601282805e-13,8.43769498715119e-14,2.0605739337042905e-13,8.881784197001252e-14,2.1316282072803006e-13,9.237055564881302e-14,2.2026824808563106e-13,True,True,pass
61,0.61,60,60,3.723438078253087e-10,584.1605178252245,6.373998181381896e-13,1e-05,True,6.511729011496736e-13,85.95934296437756,7.575359218596243e-15,1e-05,True,9.562818105095713e-14,7.390358686921818,1.2939585898609142e-14,0.0001,True,3.446132268436486e-13,25.94586919438729,1.3282007407876575e-14,0.0001,True,6.294964549624638e-14,0.24560200360075274,2.5630754054668243e-13,0.0001,True,1.0869447248478445e-10,104.22053343189708,1.0429276161382428e-12,1e-05,True,7.820079219594822e-15,1e-06,True,8.79296635503124e-14,2.2737367544323206e-13,9.237055564881302e-14,2.4158453015843406e-13,9.681144774731365e-14,2.4158453015843406e-13,1.0036416142611415e-13,2.4868995751603507e-13,1.056932319443149e-13,2.5579538487363607e-13,1.1102230246251565e-13,2.6290081223123707e-13,True,True,pass
62,0.62,61,61,9.204322666486127e-11,590.245818688735,1.5594049758682e-13,1e-05,True,2.0901085907035833e-13,86.62453618390617,2.4128366889794686e-15,1e-05,True,1.7093738317524652e-13,7.462698675177136,2.2905572181793755e-14,0.0001,True,3.836930773104541e-13,26.419466893103422,1.4523119594461383e-14,0.0001,True,2.0167201242315969e-13,0.24821005624312475,8.125054056054018e-13,0.0001,True,5.706520563019797e-11,104.18941930854785,5.477063410940448e-13,1e-05,True,1.3601126518450468e-14,1e-06,True,3.2862601528904634e-14,7.105427357601002e-14,3.552713678800501e-14,7.105427357601002e-14,3.552713678800501e-14,7.815970093361102e-14,3.6415315207705135e-14,7.815970093361102e-14,3.730349362740526e-14,8.526512829121202e-14,4.085620730620576e-14,7.815970093361102e-14,True,True,pass
63,0.63,62,62,2.0767420073425125e-10,596.2848217979913,3.4828020627465656e-13,1e-05,True,1.484268119313596e-13,87.28312610776892,1.7005212639622494e-15,1e-05,True,1.8267516254134817e-13,7.534948715940206,2.4243716769418528e-14,0.0001,True,6.039613253960852e-14,26.895595595250498,2.2455770620775502e-15,0.0001,True,2.2470914018413168e-13,0.25077205509440614,8.960693012606099e-13,0.0001,True,6.228536878307737e-11,104.15893101837878,5.979839479351718e-13,1e-05,True,1.5200766535251875e-13,1e-06,True,2.5757174171303632e-14,4.973799150320701e-14,2.7533531010703882e-14,4.973799150320701e-14,2.842170943040401e-14,5.684341886080802e-14,2.842170943040401e-14,4.973799150320701e-14,3.019806626980426e-14,5.684341886080802e-14,3.108624468950438e-14,5.684341886080802e-14,True,True,pass
64,0.64,63,63,3.222419202137111e-09,602.2790295842816,5.3503758953077955e-12,1e-05,True,1.3639711197734796e-12,87.93526754501212,1.5511081706498396e-14,1e-05,True,2.337944538534658e-13,7.607107406116999,3.073368645557284e-14,0.0001,True,1.6342482922482304e-13,27.374195216839937,5.970032285160591e-15,0.0001,True,7.166489623955385e-14,0.253296144390364,2.8292928189664206e-13,0.0001,True,9.936780128121749e-10,104.12889093998625,9.542769579528819e-12,1e-05,True,1.2671802626304518e-14,1e-06,True,1.6964207816272392e-13,4.689582056016661e-13,1.8030021919912542e-13,4.902744876744691e-13,1.936228954946273e-13,5.044853423896711e-13,2.078337502098293e-13,5.258016244624741e-13,2.2115642650533118e-13,5.471179065352771e-13,2.362554596402333e-13,5.684341886080801e-13,True,True,pass
